Subject Code,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Question Order
SS2_PHY,"In ΔXYZ with ∠XYZ=60°, XY=5 cm, XZ=4.5 cm, how many such triangles are possible?","3","2","1","0","C","32"
SS2_PHY,"A circle with radius 5 cm has a point P 3 cm from the center. Number of tangents from P to the circle is","1","0","3","4","B","33"
SS2_PHY,"Find the range of x for which 7x – 6 ≥ 15","x ≥ 2","x ≥ 3","x ≥ 1","x ≥ 4","B","34"
SS2_PHY,"In triangle ABC, A=38°, B=27°, b=17 cm. Find length of side a.","24 cm","25 cm","23 cm","26 cm","A","35"
SS2_PHY,"In triangle ABC, A=38°, B=27°, b=17 cm. Find length of side c.","33 cm","34 cm","37 cm","35 cm","C","36"
SS2_PHY,"Convert 100 minutes to seconds","6500 s","6000 s","4500 s","7000 s","B","37"
SS2_PHY,"____ are often measured to the nearest degree","Degrees","Percentage","Angles","Radians","C","38"
SS2_PHY,"Simplify the algebraic fraction (n² – 9)(n² – 3n + 2) / (n² – n)(n² + n – 6)","(n – 3)/n","n/(n – 3)","(n + 3)/n","n/(n + 3)","A","39"
SS2_PHY,"If x:y = 3:5 and y:z = 4:7, find x:y:z","15:28:84","12:20:35","3:5:4","5:4:7","B","40"
SS2_PHY,"Find the value of x/2 for which the fraction 1/(x – 4) is undefined","+2","–2","+3","–3","A","41"
SS2_PHY,"Evaluate 5 + 3 × 2","16","11","13","10","B","42"
SS2_PHY,"Solve for x: 2x + 3 = 11","4","5","3","6","A","43"
SS2_PHY,"A bag contains 3 red, 4 blue, 5 white, 6 black balls. Probability of picking red or blue is","7/20","7/19","7/18","7/17","C","44"
SS2_PHY,"A bag contains 3 red, 4 blue, 5 white, 6 black balls. Probability of picking blue or black is","5/9","6/9","7/9","8/9","A","45"
SS2_PHY,"The variable with the highest occurrence in a dataset is","Median","Mode","Range","Mean","B","46"
SS2_PHY,"The subtraction of highest and lowest frequency is","Median","Mode","Range","Mean","C","47"
SS2_PHY,"Find the average of: 1.23, 2.32, 1.17, 2, 3.11, 2.11, 2.12","2","3","2.15","1.5","A","48"
SS2_PHY,"Calculate the median of: 2, 6, 4, 5, 5, 8, 8, 6, 6, 5, 9, 9, 2, 7, 4, 6, 3, 5, 6, 2, 7, 2, 9, 8, 10, 6","6","7","8","5","A","49"
SS2_PHY,"Calculate the mean of: 2.2, 2.5, 2.2, 1.6, 1.8, 2.7, 1.4","2.06","2.5","2.0","1.8","A","50"
