Subject Code,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Question Order
JSS3_AGRIC,"The main reason for governments enforcement of efficient quarantine laws is to ____________","check the destruction of unproductive animals","attract school leavers into agriculture","give grants to researchers for agricultural problems","Check and control the inflow of animals and crops","D","36"
JSS3_AGRIC,"The most important objectives of the farm settlement scheme is to","supply farm tools to farmers","provide subsidy for small scale farmers","Demonstrate that farming can be profitable business","mechanise agriculture","C","37"
JSS3_AGRIC,"In which of the following is land used for agricultural purposes?","Forage production","Recreation","Mining","Road construction","A","38"
JSS3_AGRIC,"Which of the following climatic factor is primarily necessary for photosynthesis in crop plants?","Wind","Light","Rainfall","Temperature","B","39"
JSS3_AGRIC,"An example of a biotic factor affecting crop or animal production is ____________","Predator","soil texture","soil structure","light","A","40"
JSS3_AGRIC,"What is the effect of deforestation on the environment in Nigeria?","it helps to increase the amount of rainfall","it helps to reduce the amount of carbon dioxide in the atmosphere","it leads to soil erosion and loss of biodiversity","it has no effect on the environment","C","41"
JSS3_AGRIC,"What is propagation in agriculture?","The process of growing crops","The process of harvesting crops","The process of breeding crops","The process of multiplying crops","D","42"
JSS3_AGRIC,"Which of the following is a method of crop propagation?","seeds","cuttings","grafting","all of the above","D","43"
JSS3_AGRIC,"What is the advantage of using seeds for crop propagation?","it is a fast method of propagation","it is a cheap method of propagation","it allows for genetic variation","all of the above","D","44"
JSS3_AGRIC,"Which of the following crops is commonly propagated using cuttings?","rice","wheat","cassava","maize","C","45"
JSS3_AGRIC,"What is the importance of propagation in agriculture?","it helps to increase crop yields","it helps to improve crop quality","it helps to reduce crop diseases","All of the above","D","46"
JSS3_AGRIC,"Which of the following is a factor that affects the success of crop propagation?","soil type","climate","water availability","All of the above","D","47"
JSS3_AGRIC,"What is the role of a nursery in crop propagation?","to provide seeds for planting","to provide tools for farming","to provide a controlled environment for seedlings to grow","to provide advice on crop management","C","48"
JSS3_AGRIC,"What is grafting in crop propagation?","joining a stem cutting to a root system","joining a root system to a stem cutting","planting a seed in the ground","watering a plant","A","49"
JSS3_AGRIC,"____________ is the impact of globalization on the agricultural stock exchange","It increases the competition among agricultural producers","It decreases the competition among agricultural producers","It has no impact on the competition among agricultural producers","It increases the demand for agricultural commodities","A","50"
