Subject Code,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Question Order
SS2_GEO,"Which of the following is not a problem faced by transportation in Nigeria?","Poor road networks","High transportation costs","Lack of vehicles","Too much rainfall","D",34
SS2_GEO,"Which type of transportation in Nigeria is most commonly used for short-distance travel within cities?","Road","Water","Air","Foot","A",35
SS2_GEO,"Which of the following is a solution to transportation problems in Nigeria?","Improving road networks","Increasing transportation costs","Reducing the number of vehicles on the road","All of the above","A",36
SS2_GEO,"Which type of transportation in Nigeria is most commonly used for transporting goods?","Road","Water","Air","Foot","A",37
SS2_GEO,"Which of the following is a problem caused by transportation in Nigeria?","Pollution","High rainfall","Low population","None of the above","A",38
SS2_GEO,"Which of the following is a benefit of transportation in Nigeria?","It helps people to stay in one place","It reduces the need for jobs","It helps to improve the economy","It causes traffic congestion","C",39
SS2_GEO,"Settlements in which building are arranged along roads, railways or rivers are","Nodal settlement","Nucleated settlement","Linear settlements","Commercial settlements","C",40
SS2_GEO,"In Africa, ____________ is the most populous country with approximate population of over 160 million people?","Nigeria","Ghana","Cameroon","Togo","A",41
SS2_GEO,"____________ is defined as the number of people living in an area at a particular time.","Density","Population density","Settlement","Country","B",42
SS2_GEO,"____________ is a large nucleated rural settlement formed from the combination of several hamlets","Village","Hamlet","Homestead","City","A",43
SS2_GEO,"The most common mode of transportation in Nigeria is","Air","Rail","Ocean","Road","D",44
SS2_GEO,"The longest river in Nigeria is","Nike","Benue","Niger","Senegal","C",45
SS2_GEO,"____________ is the largest type of urban settlement made up of large cities with several millions of people","Conurbation","Megalopolis","City","Town","B",46
SS2_GEO,"Rail transport is best suited for","Short distance travels","Carrying bulky goods","Carrying goods of high unit value","Carrying light weight goods","B",47
SS2_GEO,"The main agricultural product of western part of Nigeria is","Cocoa","Palm oil","Cotton","Groundnut","A",48
SS2_GEO,"One major problem that affects cocoa production in Nigeria is the","Inadequate market for cocoa","Excess demand for cocoa in the world’s market","Low rate of local consumption of cocoa","Fluctuations in the price of cocoa at the world market","D",49
SS2_GEO,"The best soil for agricultural activities is","Loamy soil","Sandy soil","Clay soil","Compost soil","A",50
