Subject Code,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Question Order
JSS3_ENG,The meeting had to be ____________ because of lack of quorum,adjourned,Convened,organized,postponed,A,14
JSS3_ENG,He could not make a withdrawal because his cheque ____________,bounced,had expired,was authorized,was cleared,A,15
JSS3_ENG,Cholera is the most dreadful ____________ I know.,attack,danger,disease,disturbances,C,16
JSS3_ENG,Avian influenza (Bird Flu) is a/an ____________ disease.,dangerous,infected,infectious,relapsing,C,17
JSS3_ENG,A 10% ____________ was given to my friend when he bought a radio set.,balance,bonanza,change,cost,D,18
JSS3_ENG,My cousin is the son of my ____________,brother,nephew,sister,uncle,A,19
JSS3_ENG,The doctor admitted that the patient's condition was so ____________ that he might not survive.,critical,disturbing,feverish,pathetic,A,20
JSS3_ENG,There were many mistakes in the newspaper reports because the ____________ had not been carefully edited.,articles,captions,columns,drafts,D,21
JSS3_ENG,The radiator in a car engine contains,brake fluid,engine oil,fuel,hydraulic fluid,E,22
JSS3_ENG,After the hearing, the accused ____________ not guilty.,appealed,argued,claimed,pleaded,D,23
JSS3_ENG,In a democratic government, the governor is normally,appointed,chosen,elected,nominated,C,24
JSS3_ENG,Before a judge passes his final judgment the lawyer is free to plead for his ____________,client,customer,plaintiff,prosecutor,A,25
JSS3_ENG,[HEADER] Complete each of the following questions with the most appropriate of the options lettered A-E,,,,,,
JSS3_ENG,'Did you pass the exam?' is best reported as He asked him whether he ____________ the exam.,had passed,has pass,has passed,was passing,A,26
JSS3_ENG,'I received the money from my sister' is best reported as He explained that he ____________ the money from his sister.,had received,has received,have received,receives,A,27
JSS3_ENG,Mathematics is the subject I found ____________ difficult,far,more,most,much,C,28
JSS3_ENG,Adu is the ____________ boy of the family.,more taller,most tall,tall,tallest,D,29
JSS3_ENG,She sang so ____________ That everybody admired her,audibly,fluently,melodiously,solemnly,C,30
JSS3_ENG,She dresses ____________ my cousin.,as,as much as,like,up to,C,31
JSS3_ENG,He abuses me as if he ____________ my father,has been,is,was,were,D,32
JSS3_ENG,The meeting is due to start at 8:00 O'clock and with Mr. Cole as chairman, you can expect it to start ____________ time,by,for,in,of,E,33
JSS3_ENG,The supermarket is located ____________ the road,across,at,on,inside,C,34
JSS3_ENG,He didn't think it was a very good idea to set fire ____________ the bush,with,at,in,of,E,35
JSS3_ENG,I long ____________ the holidays,by,for,because of,of,B,36
JSS3_ENG,You should not be taken ____________ by appearances,aback,in,out,on,B,37
JSS3_ENG,While everyone's attention was distracted, the thief made ____________ with the cash box.,away,in,on,out,A,38
JSS3_ENG,My friend asked me to drink ____________ water,a few,a little,few,many,B,39
JSS3_ENG,This is the house ____________ Jack built.,a,in which,some,that,D,40
JSS3_ENG,A struggle between opposing forces in a literary work is the,plot,conflict,climax,denouement,B,41
JSS3_ENG,A poem with fourteen lines of rhymed iambic pentameter is,an epic,sonnet,a quatrain,an octave,B,42
JSS3_ENG,Pick the odd item from the option listed below.,Euphemism,Oxymoron,Hyperbole,Rhythm,D,43
JSS3_ENG,"She waited for him for a thousand years" illustrates,Euphemism,Hyperbole,Assonance,Ellipsis,B,44
JSS3_ENG,A literary device which expresses meaning in its direct opposite,metaphor,paradox,parody,irony,D,45
JSS3_ENG,Pick the odd item out of the options listed below.,verse,stanza,Rhythm,Dialogue,D,46
JSS3_ENG,The genres of literature are ____________,prose, fiction and novel,drama, non-fiction and fiction,prose, poetry and drama,plays, poems and novels,C,47
JSS3_ENG,Most poems are written in ____________,stanzas,rhymes,chapters,paragraphs,A,48
JSS3_ENG,The dress of an actor is known as ____________,attire,costume,uniform,regalia,B,49
JSS3_ENG,"Fear gripped Bose" is an example of,Apostrophe,metaphor,personification,hyperbole,C,50
JSS3_ENG,[HEADER] Choose from the options lettered A-E the one that contains the given phonetic symbol.,,,,,,
JSS3_ENG,/i:/,bird,bitch,dead,teach,D,51
JSS3_ENG,/e/,clerk,heart,leopard,plait,C,52
JSS3_ENG,/ʌ/,actor,blood,burn,school,B,53
JSS3_ENG,/ʌ/,all,bosom,dawn,flood,E,54
JSS3_ENG,/au/,buy,coke,crown,garbage,C,55
JSS3_ENG,/t/,chide,graph,kissed,other,C,56
JSS3_ENG,/s/,circle,coin,pressure,ratio,A,57
JSS3_ENG,/ʌ/,drunk,member,none,normal,C,58
JSS3_ENG,/d3/,closure,ginger,machine,prestige,B,59
JSS3_ENG,/k /,cease,choice,knight,know,D,60

