Subject Code,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Question Order
JSS3_SOCS,Agents of socialization does not include ____________,Mass Media,Peer Group,Police,Religion Institution,C,28
JSS3_SOCS,The institution responsible for the teaching of value and moral in our society is the ____________ Institution,economic,political,legal,religious,D,29
JSS3_SOCS,The process by which a child acquires language value and belief is known as ____________.,specialization,integration,socialization,civilization,C,31
JSS3_SOCS,Which of the following option shows similarity in our religion?,Unity,Holy land,Symbols,Mode of worships,A,32
JSS3_SOCS,From the option below, indicate one advantage of a mono company.,Diversification,Deregulation,Industrialization,Specialization,D,33
JSS3_SOCS,Choose from the following one that is NOT a main economic activity.,Industry,Education,Export,Farming,B,34
JSS3_SOCS,From the alternative, select one skill necessary when seeking help.,Passiveness,Manipulation,Assertiveness,Shyness,C,35
JSS3_SOCS,Identify from the underlisted, one that is NOT an effect of gender stereotype.,Kill initiative,Promote gender equally,Cam limit achievement,Encourage unnecessary rivalry,B,36
JSS3_SOCS,Choose from the alternative three voluntary organizations found in schools.,Newspaper,Internet,Face book,Talking Drum,D,37
JSS3_SOCS,Indicate from the alternative three voluntary organizations found in schools.,Girls guide, Rotary club, Inner Wheel,Boys brigade, Girls Brigade and Red cross,Man O’ war, Pirates, and Sheriff guards,Red cross, Boys scout and Black axe,B,38
JSS3_SOCS,The Ibibio in the south-south region of Nigeria call God ____________,Osalobua,Tamara,Oghene,Abasi,D,39
JSS3_SOCS,Choose from the following one that is NOT a characteristic of a goods goal.,Achievable,Measurable,No time limit,Realistic,C,40
JSS3_SOCS,Living peacefully with people of different religion is called religious ____________,tolerance,difference,Intolerance,faith,A,41
JSS3_SOCS,Kin relationship that could be traced to father lineage is known as ____________,partridge,lineage,partlineal,percentage,C,42
JSS3_SOCS,From the following, indicate one that is NOT a challenge in Marriage.,Death,Faithfulness,Quarrels,Separation,B,43
JSS3_SOCS,Which of the following is NOT one of the causes of corruption?,poverty,insecurity,greed,contentment,D,44
JSS3_SOCS,Taking drugs more than the prescribed dosage is a form of ____________ abuse.,stimulant,substance,drug,medical,C,45
JSS3_SOCS,Indicate from the underlisted one that is NOT a function of marriage.,Security,Companionship,Procreation,Share of love,D,46
JSS3_SOCS,Select from the underlisted one that is NOT a characteristic of a secondary social group.,They are linked by occupation,Belong to the same family,,Relate intimately with each other,B,47
JSS3_SOCS,A marriage between people of the different ethnic group is called ____________ marriage.,Inter-ethnic,inter-states,different language,inter-tribal,A,48
JSS3_SOCS,All these are dangers for abusing drugs EXCEPT ____________,brain damage,rejection from family,health problem,academic progress,D,49
JSS3_SOCS,Select from the alternative provide, one advantage of inter-ethnic marriage.,Promote inter-ethnic segregation,interfere with ethnic identity,Eliminate ethnic,Encourage tribalism,C,50

